region,total
Anambra,3,034,039,485.87
Rivers,4,118,942,475.85
Ebonyi,2,202,936,546.17
Cross,3,085,591,727.87
Bayelsa,1,558,085,208.31
Abia,2,202,936,546.17
Delta,4,109,689,356.34
Imo,4,311,204,434.21
Akwa,5,055,658,881.88
Edo,3,118,975,825.78
Enugu,2,982,114,298.91
